date,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
2015-09-13,45460.25,43235.5,41853.0,41194.0,41497.0,42151.25,43920.25,46338.25,49938.5,53445.25,56204.0,59170.25,58581.25,56161.25,54983.75,53913.25,52983.75,53706.5,55195.5,56562.5,56891.25,54540.25,52984.5,49411.75
2015-09-14,46542.0,44727.25,43900.75,44171.75,45999.75,51040.25,61198.25,67925.25,71295.5,72288.75,74227.5,76040.5,75692.5,74799.25,73357.5,72140.0,70011.75,69236.75,68973.25,69661.75,68689.0,64511.75,59491.75,54369.25
2015-09-15,51422.75,49633.75,48607.75,48800.75,50080.5,54627.5,63902.25,69861.25,72783.75,74219.25,75596.25,77039.0,76802.75,76001.75,74621.5,73275.25,71695.0,70882.5,70170.75,70749.25,69795.25,65162.5,60460.0,55474.25
2015-09-16,52557.5,50239.0,49159.0,49391.0,50700.5,55034.0,64558.25,69910.5,73064.5,74452.25,75967.75,77285.25,76950.0,76731.75,74703.25,73573.5,72003.5,71235.0,70739.75,71380.5,70027.75,65985.25,61162.5,56372.5
2015-09-17,53080.5,50656.25,49516.25,49686.25,51188.75,55653.5,65344.25,71280.5,74297.75,75198.0,76781.75,78922.0,78809.5,77984.25,72178.5,74530.25,72007.5,71555.0,70938.25,72198.0,70791.5,65856.25,61238.25,56284.0
2015-09-18,53331.25,51010.5,49988.5,50063.75,51265.25,55818.0,65364.75,71286.25,74055.75,74762.75,76433.25,77594.75,76909.0,75352.0,73574.25,71530.25,70041.0,69448.0,68832.0,69731.75,68064.0,63725.5,59869.75,55273.5
2015-09-19,51756.0,48974.0,47502.0,46804.0,46996.75,48094.75,51278.75,54702.75,58763.75,62060.25,64162.25,65606.0,64510.5,62729.75,60846.75,59386.5,58942.25,58891.25,59357.5,60071.5,59597.0,56096.5,53184.25,49402.75
2015-09-20,45575.25,43117.75,41785.5,41132.25,41273.75,41896.25,43594.5,45754.75,49548.75,53335.25,55804.25,58446.25,57936.25,55745.25,54564.5,53582.0,53105.5,54144.25,55666.75,57729.25,58338.5,55499.5,53618.5,49849.25
2015-09-21,47207.5,45410.0,44548.25,44866.75,46602.75,51857.5,62499.25,69183.0,72668.75,73762.75,74866.5,76545.75,65572.5,64840.0,63145.5,62428.25,61034.0,61039.25,61192.5,61292.25,61184.5,56215.0,52586.0,48209.0
2015-09-22,46088.75,43252.0,42012.5,41551.5,42490.5,46644.75,55038.25,62983.5,74782.5,75612.25,76906.75,78430.25,77833.0,76620.25,72193.25,70359.25,69746.5,69661.5,68800.0,69883.5,68403.0,62828.0,57950.25,53260.0
2015-09-23,50064.75,47865.0,46833.75,46931.5,48346.0,52901.75,62467.75,68634.25,71153.0,72338.0,74229.75,75727.5,75308.0,74243.5,72177.0,70857.25,68924.5,68706.0,68756.0,70030.75,67898.0,63216.75,58580.25,53388.5
2015-09-24,49784.25,47604.0,46553.5,46819.0,48116.0,52522.0,62574.25,68782.75,71490.0,72411.5,74159.25,75822.0,75000.25,74221.5,72363.0,70788.25,69220.0,68402.0,68597.5,69796.0,67965.25,62980.5,58185.5,53110.25
2015-09-25,49760.0,47555.75,46526.0,46698.0,48101.5,52485.0,62033.5,69032.25,71985.0,72608.5,74169.75,75614.0,74906.75,73269.0,71090.0,69650.75,67997.0,67123.0,67275.75,68382.0,66046.5,61217.75,57107.5,52375.25
2015-09-26,50174.75,47476.5,46023.25,45296.25,45965.5,46960.5,49689.5,52832.5,56969.0,59598.75,61971.0,63500.5,63216.25,61368.0,58925.25,57584.25,56898.25,57111.25,57442.25,59214.0,57479.5,54229.5,51927.0,48060.75
2015-09-27,44619.25,42293.25,40976.25,40450.25,40554.75,41330.5,42525.75,43290.0,44025.0,49044.0,55318.75,58382.5,57843.5,54913.0,52558.25,51506.5,51168.25,52887.75,54547.5,57165.0,56200.25,54073.25,52637.75,48926.5
2015-09-28,44935.25,43151.0,42406.25,42770.0,44707.25,50041.25,60949.75,67600.25,68235.5,71785.25,73512.75,75021.75,74483.5,73802.25,72318.75,70688.0,68567.0,67768.75,68418.5,70326.75,65542.25,61289.75,58672.0,53184.75
2015-09-29,49855.5,47692.5,46618.75,45203.5,48214.0,52834.25,60346.25,69148.75,72088.75,73123.25,74704.25,76163.25,75558.0,72151.5,73199.75,71564.75,69508.25,68766.25,69312.75,71301.75,68840.0,64065.5,59297.25,54053.75
2015-09-30,50714.0,48466.5,47230.0,47380.25,48923.25,53475.75,62717.75,69894.25,72846.75,70767.5,74724.75,76077.5,75382.75,74616.0,72706.25,71349.25,69615.75,68982.75,69800.5,71842.75,69490.0,64793.5,57743.75,54466.0
2015-10-01,49498.25,49064.75,47941.0,48116.25,49620.0,54221.25,63847.0,70402.25,72979.25,73477.75,74614.0,75868.25,75238.0,74245.5,72510.5,71020.25,69327.0,68797.5,69370.5,71407.5,69073.25,64006.0,59500.75,54406.0
2015-10-02,50978.0,48655.5,47582.0,47817.5,49355.0,53807.0,63276.0,69618.25,72081.75,72917.5,74028.0,74970.5,73910.5,72105.0,69800.0,68186.25,66752.5,66366.0,67063.25,69359.25,66474.25,61475.5,57333.5,52798.0
2015-10-03,48612.75,45853.75,44403.25,43792.5,43891.5,44263.0,45342.0,47812.75,50908.5,54299.75,56652.75,58673.25,57860.0,55732.5,53575.5,52464.5,51875.0,52793.25,55289.75,58088.25,56735.0,53329.25,51121.25,47362.0
2015-10-04,43308.0,41338.5,40080.75,39510.75,39849.0,40748.0,42351.5,44171.75,47781.5,51538.5,54140.5,56967.5,56659.0,54709.0,52397.25,51276.5,50736.75,52251.75,54897.25,57456.0,56596.25,53829.0,52497.0,48602.25
2015-10-05,45054.75,43280.25,42522.25,42904.25,44763.0,49894.0,60626.25,67704.75,71031.5,72380.75,73926.5,75628.25,75042.5,74557.0,72271.5,70830.5,68465.25,67912.5,68569.25,70743.25,68120.0,63802.5,58373.0,52834.5
2015-10-06,50353.25,48145.0,47031.0,47276.25,48723.25,53384.25,63595.25,70012.75,72818.25,73741.0,75109.0,76885.5,76351.25,75341.25,73389.5,71671.0,69915.5,69516.5,69924.5,71865.0,68982.0,64295.25,59296.75,53996.25
2015-10-07,51644.25,49247.5,48202.0,48395.75,49857.5,54165.75,63444.0,70103.5,72945.75,73598.75,74618.75,76222.75,75331.5,74496.75,72506.25,70890.0,69332.75,69279.75,70320.25,72591.75,69405.0,64761.5,60272.0,55036.0
2015-10-08,51541.0,49183.5,48064.0,48257.0,49576.75,54063.5,64138.5,70836.5,73236.5,73934.25,75254.5,76941.5,76006.25,75167.75,73133.5,71326.5,69823.0,70117.25,71323.75,73383.0,69792.0,64606.25,60006.75,55140.75
2015-10-09,50648.25,48336.5,47320.25,47500.5,48941.75,53463.0,63302.5,70879.75,73602.5,74225.75,75198.5,76326.0,75035.25,73505.0,71469.5,69485.25,68266.75,68184.0,68916.5,70807.0,67121.75,62122.75,57930.75,53086.75
2015-10-10,49500.0,46958.25,45550.75,45148.25,45432.0,46577.0,49406.5,53041.75,56428.5,59872.5,61904.25,63519.0,62618.75,60609.75,58222.5,57019.5,56050.0,56896.5,58340.0,60163.0,57772.5,54140.75,51769.25,48014.75
2015-10-11,44659.0,42473.75,41268.0,40837.25,41134.75,41750.5,42914.0,45770.25,49279.0,53081.25,55666.5,58161.75,57514.0,55463.75,53487.25,52354.75,51801.25,53396.75,55896.5,59194.0,57927.25,54990.0,53429.5,49501.5
2015-10-12,46446.5,44619.0,43910.5,44397.5,46248.75,51464.25,62273.75,69584.25,72268.5,73088.25,74253.25,75447.75,74475.75,73967.25,72286.25,71136.0,69259.75,69426.75,70751.75,73556.25,70198.25,65101.25,60440.0,55282.5
2015-10-13,51816.0,49489.75,48540.0,48677.5,49955.75,54443.0,63815.75,71096.25,73621.5,74309.25,75570.25,77138.25,76228.25,75419.0,73557.0,72223.5,70840.5,70974.25,72202.0,74563.25,70829.5,65524.25,61127.25,56175.5
2015-10-14,52058.75,49784.75,48574.25,48750.25,50269.75,54578.0,64185.0,70972.5,73218.75,73732.5,75240.5,76638.5,75924.25,75013.0,73381.5,71880.25,70366.75,70418.75,72165.5,74274.25,70268.0,65289.75,61041.5,55845.5
2015-10-15,52347.75,50037.75,48808.25,48954.25,50324.5,54603.0,64182.75,71722.75,73770.5,74067.5,74720.0,76029.25,75611.0,74837.5,73575.25,72256.0,70898.0,70784.75,72582.75,74294.25,70235.75,64953.5,60657.0,55665.25
2015-10-16,52036.75,49755.5,48438.0,48636.5,49963.0,54182.5,63406.0,71170.25,73883.0,74361.75,75309.5,76331.0,75638.25,74099.75,72544.0,70905.25,69729.5,69531.0,70580.25,71564.25,67071.25,62314.25,58447.5,53897.25
2015-10-17,51918.5,49179.5,47553.75,47171.5,47318.5,48340.75,50488.0,54055.75,57315.0,60252.5,61933.5,63593.5,62556.75,60760.25,58448.5,57847.25,57182.0,58496.25,60833.25,62724.5,60193.5,55702.25,53768.75,50841.25
2015-10-18,45455.0,43233.25,42004.0,41495.5,41843.5,42228.25,43186.25,45879.25,49220.25,52711.5,55242.75,58060.75,57494.75,55290.75,53623.75,52877.75,52265.5,54099.0,56902.75,60018.5,58464.0,55647.5,53926.0,49997.0
2015-10-19,47029.75,45120.5,44385.0,44819.5,46702.75,51681.5,61800.25,69194.75,72184.5,73123.0,74291.25,75556.75,74895.0,74213.5,72831.25,71502.25,69639.75,69558.75,71187.25,72970.5,68788.25,64255.25,59414.5,53305.25
2015-10-20,51950.0,49646.5,48484.25,48594.25,50133.5,54366.0,63403.5,70824.5,73498.5,73981.0,75137.0,76141.0,75666.25,74737.5,73290.75,71985.75,70533.0,70740.5,72816.0,74626.75,70010.75,65054.25,60859.5,55801.0
2015-10-21,51798.25,49509.5,48297.25,48647.25,50212.5,54533.0,63514.25,70925.25,73299.0,73873.75,75035.75,75876.25,75116.5,74278.25,73078.75,72020.75,70719.0,70611.25,72356.5,73389.75,69477.75,65696.75,62446.5,58078.25
2015-10-22,55616.75,53574.75,52536.25,52661.5,53842.5,57286.0,65407.0,71956.75,74369.75,74870.25,76092.25,77204.25,76389.75,75342.75,73975.5,72788.25,71478.5,71554.5,73737.0,74639.5,70349.5,65416.5,61380.75,56408.5
2015-10-23,52647.5,50274.0,49050.0,49260.5,50829.75,55245.25,64625.75,72086.75,74422.5,74851.5,75842.25,76276.5,74962.0,73367.25,71746.5,70396.0,69358.0,69353.25,71354.25,72450.75,68122.25,63646.5,60008.75,55336.25
2015-10-24,52302.0,49690.75,48193.25,47975.75,48598.25,50252.5,53416.25,58238.5,62004.25,64493.75,66364.75,67443.5,66185.5,64182.25,62302.75,61552.25,61153.25,62173.25,64594.25,65428.5,61856.75,58139.25,55781.5,52020.25
2015-10-25,46559.0,44093.75,42875.625,42476.25,42942.75,43871.75,44228.75,46616.5,50161.75,53699.5,56443.5,58762.25,57750.5,55061.0,53872.5,52851.25,54309.25,58084.25,60633.5,60062.5,57462.75,55114.75,53646.0,50096.75
2015-10-26,46800.25,44856.75,44149.75,44600.25,46431.0,50782.75,60479.5,68435.0,71286.5,72064.0,73602.75,74605.0,73584.75,72490.75,71184.0,70055.75,69179.25,70995.75,72755.25,72446.75,68287.75,64018.25,60108.25,54777.5
2015-10-27,51065.5,48779.75,47877.75,48308.75,50079.75,54405.0,63343.5,69933.5,73159.75,73747.25,75031.25,75874.75,75075.0,73970.25,72529.25,71295.25,70416.0,72323.75,74302.5,73674.0,68933.25,64120.25,60156.0,54925.75
2015-10-28,52263.75,50042.0,49019.25,49548.75,51328.25,55772.5,64828.0,71128.75,73830.0,74508.0,75501.75,76403.25,75477.75,74427.75,72877.0,71981.25,71502.5,74360.5,75825.5,74772.5,70139.5,65726.75,61886.75,56732.25
2015-10-29,53004.5,50535.0,49493.5,49863.25,51524.75,55844.0,65267.5,72184.0,74595.75,74689.75,75368.0,76123.5,75688.75,74779.75,73388.0,72186.0,72068.5,75003.0,76656.5,75150.75,70486.5,65939.0,62337.25,57196.0
2015-10-30,53043.25,50672.5,49601.75,49897.5,51498.75,55773.5,64781.0,71926.25,74860.5,75557.25,76703.5,77487.25,76121.0,74423.75,72546.0,71118.25,70967.0,73775.75,74710.5,73203.5,68137.5,63659.5,60397.25,55856.5
2015-10-31,51157.0,48555.0,47171.5,47012.25,47487.0,48434.75,50663.0,54618.0,58595.0,61563.0,63136.5,64258.75,63394.0,61048.75,58942.75,58193.75,58711.25,61529.25,63675.5,62642.0,58895.25,55600.0,53981.0,50340.25
2015-11-01,46578.25,44322.0,43236.75,42799.5,42942.0,42941.0,43245.25,45375.5,48548.25,52044.75,54572.5,57028.5,56514.75,54326.75,52543.0,51877.5,52557.5,56899.75,59671.75,59623.5,57009.0,54906.75,54282.25,50762.25
2015-11-02,48629.0,46477.75,45641.25,46026.75,47945.75,52508.75,61504.0,68155.25,71238.75,72260.25,73110.25,74104.5,73476.25,72449.25,70882.5,70122.25,69675.5,72640.75,74254.5,73013.0,68647.75,64458.0,60777.25,55803.75
2015-11-03,51927.75,49722.75,48852.25,49357.5,51176.5,55768.75,65045.75,71908.75,74807.75,75352.5,76135.75,76827.25,75693.5,74842.5,73498.5,72612.75,72421.0,76092.0,77266.0,75512.5,70747.25,66376.25,62675.0,57731.75
2015-11-04,52950.0,50697.0,49702.0,50180.75,52064.25,56478.75,65578.75,72081.5,74834.0,75396.75,76215.5,77020.0,75703.5,74895.5,73568.5,72667.5,72799.25,76318.0,76956.0,74986.5,70221.75,65829.0,62125.25,56850.5
2015-11-05,53171.25,50825.0,49802.0,50241.75,51834.0,56205.75,65446.75,72287.25,72200.0,75043.75,75947.75,76801.0,73021.75,74829.25,73695.0,72774.25,73120.25,76698.25,77310.5,75188.25,70368.0,65792.0,62126.5,57217.0
2015-11-06,53311.75,50981.75,49996.5,50365.0,50187.5,56170.0,63041.0,72165.0,74944.75,75249.25,76243.0,76775.75,75543.0,74236.25,72566.75,71378.25,71758.25,75175.5,75461.0,73415.75,68389.0,63815.0,60459.0,55849.75
2015-11-07,51767.5,49150.0,47858.0,47552.25,48115.75,49079.5,51521.25,55789.0,59718.25,62865.75,64570.75,65019.5,63449.25,61257.0,59243.5,58595.25,59685.75,64220.5,65318.5,63158.75,59269.0,56041.0,54263.25,50591.75
2015-11-08,46367.0,44036.5,42788.75,42264.25,42621.0,42942.25,44255.75,47449.25,51209.75,54630.75,57084.0,59075.25,58226.25,56405.0,54505.5,53904.5,54937.0,59553.5,61161.75,60203.25,57587.75,55378.75,54410.5,50804.0
2015-11-09,47910.0,46030.25,45511.75,46054.5,48253.5,53391.25,63656.5,70940.0,74137.25,75085.25,76262.25,76673.25,75596.0,75285.75,74110.0,73406.75,73468.75,76878.0,76992.25,74915.25,70635.25,66333.75,62143.0,56807.5
2015-11-10,53108.5,50995.25,50316.75,50669.0,52450.75,56894.5,66065.25,72294.5,74835.75,75522.25,76736.75,77631.5,76657.0,75939.0,74262.5,73298.25,73500.5,77318.75,77482.5,75229.25,70326.5,65939.5,62032.75,56793.5
2015-11-11,53984.25,51666.75,50790.75,51177.75,52781.5,57193.5,66599.25,73073.25,75524.5,76011.25,77010.5,78539.25,78004.0,77110.25,75193.25,74082.0,74681.25,77895.75,78078.75,76140.75,71537.0,67312.5,63229.5,57827.5
2015-11-12,53591.75,51237.0,50378.75,50675.25,52214.25,56344.0,65995.75,73671.25,76017.0,76357.75,77590.25,78913.75,77827.75,76899.75,75589.5,74463.5,74684.0,78140.75,78447.5,76257.25,71339.25,66757.5,62695.5,57665.5
2015-11-13,54407.75,52115.0,51377.5,51693.25,53187.75,57413.25,66511.5,73351.5,75870.75,76556.25,78032.0,78678.25,77536.75,76372.5,74539.75,73075.5,73529.75,76449.75,76254.25,74437.0,69629.0,65269.75,61942.5,57189.25
2015-11-14,53741.0,51092.0,49918.75,49516.75,49869.5,50715.0,52936.25,57478.5,61618.5,64689.0,66568.75,66821.0,66433.75,64692.5,62612.75,62211.5,64018.5,68001.0,67856.25,65692.0,61410.5,58104.5,56595.75,52775.25
2015-11-15,48867.75,46711.75,45764.75,45404.5,45723.25,45858.0,46445.5,49296.0,52921.0,56288.0,58759.25,60888.75,59853.5,58012.75,56056.25,55712.0,57647.25,62660.5,64043.25,63014.5,60437.75,56020.5,57304.75,53644.75
2015-11-16,49437.75,47339.5,46830.75,47313.75,49483.5,54803.75,64977.25,72432.75,72787.75,76042.25,77435.0,78282.75,77580.0,77569.0,76026.75,75173.0,75765.25,78872.0,78622.5,76692.0,69663.75,65427.25,63541.25,58103.5
2015-11-17,54181.0,51912.0,51281.75,49958.25,53522.25,57857.0,64953.75,73889.25,76346.75,76829.0,78152.25,79208.0,78578.5,75325.0,76271.75,75190.0,75957.25,79429.75,79202.5,76856.75,71915.75,67716.25,63720.0,58467.25
2015-11-18,54344.0,51811.25,51051.0,51452.5,53249.5,57454.25,66738.75,74201.25,76755.0,74924.0,78830.25,79984.5,79205.5,78362.75,76498.75,75448.5,76188.75,79100.25,78933.0,76780.5,72087.75,67840.75,61912.75,58770.75
2015-11-19,53822.75,53312.0,52528.5,52764.0,54320.0,58585.0,67707.25,74433.75,74071.75,77431.75,78625.0,79990.0,76864.0,78575.5,76624.0,76019.0,76593.25,79407.25,79571.25,77277.25,72453.25,68403.0,65153.25,59920.75
2015-11-20,55503.75,52979.0,52245.0,52533.5,52303.5,58384.0,65322.0,74735.5,77294.0,78162.5,79568.5,80307.25,79270.75,77677.0,75582.75,74311.25,75094.0,77464.0,76992.25,74781.0,69997.75,66057.0,62917.25,58623.75
2015-11-21,54960.0,52051.5,51004.0,50787.0,51112.5,52047.75,54276.5,58972.75,62793.0,65871.25,68021.0,68825.0,68178.0,66445.0,64509.0,63958.0,65427.75,68592.0,68092.75,65658.75,61710.25,58806.25,57132.5,53635.0
2015-11-22,50091.75,47629.5,46545.5,46112.75,46275.0,46460.5,47314.5,50456.25,54042.5,57629.5,60679.75,62873.75,62256.0,60214.5,58530.75,58098.0,59972.25,64110.75,64918.25,63432.0,60750.0,56389.0,58193.0,54683.25
2015-11-23,51631.25,49945.5,49533.5,49899.25,51864.5,56496.0,66312.25,73607.25,73577.0,76691.0,77408.5,78583.75,78098.75,77785.75,76349.75,75598.25,76398.5,79259.0,78817.75,76712.5,69919.75,65785.75,65000.0,60023.0
2015-11-24,56828.75,54559.5,53993.5,52276.0,55598.75,59477.75,65883.25,75311.25,77543.75,78122.25,79412.0,80342.25,79769.75,76533.75,77908.25,77077.5,78001.25,80914.0,80068.25,77626.25,72813.0,68762.75,65632.25,60574.0
2015-11-25,56237.5,53704.75,52693.5,53063.0,54343.5,57605.25,65173.75,71953.0,74330.75,72511.0,76246.25,76966.5,76633.5,75926.25,74414.0,74327.5,75750.75,78390.75,77824.5,75546.25,71059.75,67240.75,62104.25,59550.0
2015-11-26,54652.0,54239.75,53463.0,53490.5,54364.5,57417.25,64935.5,71398.25,71132.75,74544.0,75540.75,76447.75,73567.5,75419.5,73970.0,73472.0,75090.0,78096.75,78129.75,75656.5,71002.0,66993.25,64807.75,60368.5
2015-11-27,56842.0,54416.0,53736.25,53877.5,53076.5,58869.25,65098.25,74878.75,77324.5,78033.75,79093.5,79532.5,78519.0,77237.0,75903.25,75490.0,76971.0,79299.0,78462.5,76241.0,71863.5,67850.5,65490.5,61248.25
2015-11-28,56549.5,53581.75,52289.5,51911.5,52011.75,52701.75,54307.5,58741.75,62332.5,65423.75,67193.75,68016.75,67389.25,65665.5,63980.75,63733.0,65754.75,69362.75,68810.25,66510.25,62457.5,59431.75,58280.75,55054.0
2015-11-29,51987.75,49667.5,48667.0,48208.5,48243.5,48255.25,48488.25,51383.0,55349.75,58934.75,61485.25,63263.0,63363.0,61664.5,60104.0,59833.25,61831.0,65790.75,66378.0,64943.5,62196.25,57735.0,59819.25,56393.25
2015-11-30,52710.5,50752.5,50284.0,50851.75,52663.75,57261.25,66603.5,74066.5,74001.0,77346.5,78460.0,79439.75,78942.0,78759.0,77658.0,77370.25,78359.25,80552.75,79784.5,77911.75,71111.5,67036.25,66233.25,61281.75
2015-12-01,57936.75,55311.5,54545.25,52837.25,56159.5,60236.25,67291.0,76216.75,78331.25,78807.75,79806.75,80756.75,80247.25,76940.75,78316.25,77742.75,78850.75,81489.25,80975.5,78977.0,74265.5,70155.75,66779.75,61608.5
2015-12-02,55916.75,53510.25,52517.25,52678.75,54384.75,58661.0,68207.25,76147.25,78732.5,76437.75,79906.0,80832.0,79948.75,79507.5,77963.75,77338.25,78213.75,80446.0,80036.25,78080.5,73334.75,69305.25,63275.5,59938.25
2015-12-03,54574.0,53895.5,52856.25,53087.0,54593.0,58680.5,68319.25,76040.75,75878.5,78597.5,79494.75,80685.75,77075.5,79406.0,77906.5,77207.0,78559.25,81128.5,80626.25,78433.25,73700.0,69430.25,65948.0,60714.75
2015-12-04,56650.5,54257.5,53353.75,53408.0,52977.0,58753.5,65673.75,75607.25,78267.5,78613.75,79422.5,80117.5,78924.25,77596.75,76171.25,75305.75,76487.5,79028.75,78020.0,76015.0,71398.5,67371.0,64275.25,59674.0
2015-12-05,56014.0,53255.25,51995.5,51886.25,52512.75,53830.0,57167.5,62358.25,66204.25,68994.0,70611.25,71760.0,70933.75,69416.5,67671.75,67234.75,68964.25,71706.75,71169.5,69018.0,65091.0,61990.5,60087.0,56256.25
2015-12-06,52836.75,50239.0,49101.75,48819.5,49404.0,49940.75,51786.5,56198.0,60320.5,63554.0,66121.25,68015.75,67155.75,65625.0,64332.25,64223.25,66027.0,69526.25,69905.75,68130.5,65531.25,61099.0,62074.75,58111.5
2015-12-07,53096.75,51213.0,50505.75,50703.75,52401.5,56655.5,66417.0,74085.5,74269.25,77430.0,78261.5,79699.75,78851.75,78498.0,77304.0,76621.75,77496.75,79994.25,79235.5,77418.0,70184.5,66367.25,65287.5,60089.5
2015-12-08,55671.0,53341.5,52371.5,50520.5,53702.5,57323.0,63232.0,73232.25,75798.0,76212.25,77131.5,78236.75,77335.75,73866.0,75105.25,74347.5,75488.0,78605.5,78155.0,76582.0,72061.75,68069.25,64606.25,59461.75
2015-12-09,55218.5,52805.25,51738.5,52167.25,53876.0,57859.0,66751.25,73781.0,76222.75,73792.25,77011.0,77889.75,76991.25,76743.0,75425.0,74985.5,76341.25,79141.25,78528.75,76790.0,72347.75,68515.0,62664.0,59714.0
2015-12-10,55283.75,54552.25,53539.25,53640.0,54990.25,58944.0,67823.25,75665.25,75282.25,78099.0,78803.25,79805.75,76077.75,78089.5,76590.0,76002.25,77852.0,80828.25,80290.5,78285.0,73776.5,69667.25,66323.75,61368.0
2015-12-11,57725.0,55190.75,54330.0,54383.0,53904.75,59581.25,66054.5,76282.25,79014.25,79377.25,80224.0,81012.0,79921.0,78411.0,76864.0,76153.0,77453.5,80000.5,79034.25,76705.0,72180.75,68219.0,65269.75,60653.75
2015-12-12,56786.5,53888.75,52594.25,52190.0,52546.0,53311.0,55826.5,60824.5,64583.5,67185.75,68539.5,69557.75,68783.25,67129.75,65144.75,64879.25,67226.75,70571.75,69999.0,67789.0,63908.25,61027.5,59706.75,56138.0
2015-12-13,52889.5,50383.75,49205.25,48642.5,48859.25,48898.5,49197.75,52689.0,56455.5,59829.5,62118.25,64021.75,63561.75,61978.25,60373.25,60207.0,62457.5,66532.5,67208.75,66038.75,63643.0,61656.25,61135.5,57443.25
2015-12-14,53560.5,51622.5,50741.25,50928.25,52330.5,55735.0,63602.0,70323.5,72898.0,73623.0,74342.5,75307.75,74736.75,74705.75,73430.5,73044.25,74580.0,77224.5,76608.25,74968.75,71173.75,67767.0,65228.25,60726.25
2015-12-15,56849.25,54497.75,53628.0,53936.0,55181.0,58812.25,67440.5,74464.5,76777.75,76862.75,77369.25,78133.75,77567.0,77236.0,76113.75,75465.25,76995.25,79862.5,78842.75,76828.75,72448.75,68822.0,65455.0,60781.0
2015-12-16,56753.5,54058.0,53028.0,53213.0,54640.0,58349.25,66964.25,74785.25,77681.5,78038.0,78763.0,79641.5,78820.75,78171.5,76422.5,75891.75,77371.25,79756.25,78845.0,76864.75,72393.25,68671.25,65510.0,60540.25
2015-12-17,56196.5,53564.0,52527.75,52688.75,53993.75,57871.75,66902.25,74544.25,77566.0,77629.25,78210.0,79201.5,78340.5,77615.75,76061.5,75551.5,77013.25,79617.25,78778.75,76822.25,71980.0,68143.25,64867.0,59802.5
2015-12-18,54938.25,52371.0,51402.5,51517.25,52732.75,56496.25,65092.5,73026.75,76355.5,76825.5,77645.75,78301.25,77376.0,75982.75,74285.0,73356.25,74832.5,77042.75,76067.75,73725.0,68901.25,65053.5,62099.5,57510.25
2015-12-19,52982.5,49593.5,48500.25,48041.75,48944.25,49996.75,52163.0,56565.25,60872.5,63789.0,65304.25,66289.75,65484.0,63657.0,61799.75,61354.25,63329.0,66512.25,66110.75,63714.75,59925.0,57373.0,56007.0,52451.75
2015-12-20,49145.75,46543.25,45499.75,44971.75,45206.0,45382.5,45672.0,48703.25,52979.25,56608.25,59106.75,61286.25,60770.5,58584.25,57123.75,56720.75,58619.75,62571.25,63266.75,62043.75,59482.25,57674.25,57065.5,53553.5
2015-12-21,49297.25,47234.75,46548.0,46912.75,48876.5,53564.25,62696.0,70423.25,73334.75,74151.75,75025.25,75964.75,75848.5,75438.0,73777.5,73166.5,74668.25,76958.5,76234.5,74675.0,70168.75,66233.5,62820.5,57545.75
2015-12-22,53489.0,51129.75,50337.25,50672.0,51843.0,54834.25,61417.0,70627.75,74195.25,74824.25,75764.5,76789.5,76194.75,75664.25,74215.5,73458.0,74906.75,77477.5,76843.25,74855.5,70197.75,66256.25,62792.75,57604.75
2015-12-23,51460.25,48998.5,47824.25,47838.0,49303.25,52039.0,58356.5,64363.75,68012.5,69224.25,69961.5,70661.75,71281.0,70390.0,69082.5,68552.5,69421.75,72348.25,71478.75,70105.0,66284.0,62347.25,59438.5,54329.25
2015-12-24,49902.75,46950.75,45990.75,45607.25,46721.0,49949.0,57122.0,62082.0,65559.0,67330.75,69009.75,70278.75,69451.25,68047.25,66892.5,65869.75,66034.25,67389.25,65628.5,63907.5,61168.25,58640.75,56022.25,52055.25
2015-12-25,46910.25,44163.0,42795.25,42287.75,42445.75,42788.0,44280.75,47327.5,50782.0,53670.0,56183.75,58258.75,57729.0,55001.5,53375.0,52518.5,53695.25,56822.5,57273.75,56197.0,53654.5,51424.75,50586.0,47668.5
2015-12-26,43958.25,41555.0,40319.25,39770.25,39599.0,39288.75,38130.75,39891.5,43505.5,47142.25,49706.75,52376.0,52296.0,50097.0,48737.0,48287.25,50334.25,54603.0,55653.25,54707.0,52318.75,50719.0,50414.5,47392.75
2015-12-27,44245.0,41954.75,40890.75,40308.5,40481.5,40860.0,40449.0,43416.75,47802.5,51685.25,53281.25,55414.5,55829.75,53482.5,51882.0,51571.5,53537.5,59003.0,59517.75,58777.0,56171.25,52644.25,53547.75,49759.5
2015-12-28,46085.0,44019.25,43373.25,43749.5,45419.75,49204.5,56884.0,63724.0,67585.5,69548.0,68437.0,69117.5,71080.75,69316.5,67418.75,67217.5,67916.75,71575.75,69744.5,68451.5,65289.75,61707.5,57964.25,52446.0
2015-12-29,50274.75,47751.75,46782.0,47048.5,48211.5,51228.0,57413.0,64861.5,68413.5,69164.0,69285.25,70260.0,71027.0,69400.5,68188.5,67053.25,68265.5,73182.0,70844.5,68828.5,64840.5,61252.25,58267.0,53501.0
2015-12-30,48423.0,45982.0,45372.25,45693.75,47007.75,49437.25,53633.75,59130.0,62138.5,63863.5,65205.0,66306.5,66069.25,65113.25,63969.75,63197.25,64436.5,67700.25,66896.75,65510.25,61142.75,57786.5,55181.0,50590.75
